num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,15,37,12,4.0,MAASYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,24,5,8,,SBWTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,60,26,8,5.0,AKLKUL,New Zealand,0,0,0,8.83,0
4,Internet,RoundTrip,133,6,9,3.0,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,13,6,11,,OOLSGN,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,9,6,5,4.0,BKIPVG,China,1,0,0,5.33,0
1,Mobile,RoundTrip,25,5,12,7.0,SGNSYD,Australia,0,0,1,8.58,0
4,Internet,RoundTrip,153,5,6,,HNDLGK,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,63,31,12,6.0,CKGSYD,China,1,0,0,8.58,0
1,Internet,RoundTrip,36,29,4,6.0,COKSYD,India,0,0,0,8.58,0
1,Internet,RoundTrip,56,17,12,4.0,KIXOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,37,2,15,,KIXSIN,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,112,19,22,,CMBSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,63,18,11,4.0,COKSYD,Australia,1,1,1,8.58,0
6,Internet,RoundTrip,75,6,10,4.0,CTSPEN,Malaysia,1,1,1,8.67,0
1,Internet,RoundTrip,10,77,12,3.0,MELMYY,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,18,18,23,,HKTOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,16,3,14,,ICNSGN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,71,58,23,4.0,PERTPE,Taiwan,1,0,1,5.62,0
1,Internet,RoundTrip,2,19,2,3.0,PERPNH,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,11,34,8,7.0,MAAOOL,India,1,1,1,8.83,0
1,Mobile,RoundTrip,5,22,2,,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,51,106,5,7.0,MELXIY,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,3,6,6,4.0,DMKPEK,China,0,0,1,6.42,0
2,Internet,RoundTrip,359,87,6,3.0,COKMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,157,28,4,4.0,PENPER,Australia,1,1,1,5.62,0
3,Internet,RoundTrip,30,27,13,,DPSSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,19,71,11,,MELPEN,Malaysia,0,1,0,8.83,0
2,Internet,RoundTrip,81,5,13,3.0,BKIICN,South Korea,0,0,0,6.62,1
1,Internet,RoundTrip,3,5,2,7.0,MAATPE,Taiwan,0,0,1,4.67,0
2,Internet,RoundTrip,164,6,9,3.0,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,7,1,22,3.0,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,32,23,23,4.0,DACMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,14,75,10,6.0,MELSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,66,5,11,5.0,KNOPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,15,5,2,,MNLOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,175,5,0,7.0,BKIICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,31,17,13,4.0,MELSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,17,4,15,7.0,SBWTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,91,21,9,3.0,OOLPEN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,0,4,9,,PERPVG,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,4,60,1,,PNHSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,2,6,2,,MELMYY,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,8,18,14,,MELPEN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,106,5,3,4.0,HKTPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,121,6,9,3.0,HKTOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,10,2,4,4.0,PENSYD,Malaysia,0,1,1,8.58,1
1,Internet,RoundTrip,68,4,12,6.0,PERREP,Australia,1,0,0,5.62,0
3,Internet,RoundTrip,65,5,13,5.0,MELTPE,Taiwan,0,0,0,8.83,0
1,Mobile,RoundTrip,87,31,2,6.0,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,267,6,18,3.0,KIXPER,Australia,1,0,0,7.0,0
3,Internet,RoundTrip,85,20,0,4.0,HNDJOG,Japan,1,0,1,7.57,0
2,Internet,RoundTrip,103,6,14,7.0,KCHTPE,Malaysia,0,0,0,4.67,0
1,Internet,RoundTrip,75,67,11,,PERPUS,South Korea,1,0,0,6.33,0
1,Mobile,RoundTrip,169,125,6,4.0,HYDSYD,India,1,1,1,8.58,0
1,Internet,RoundTrip,64,28,4,7.0,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,3,5,12,7.0,OOLPEN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,1,28,7,7.0,DELLGK,Malaysia,1,0,0,5.52,0
5,Internet,RoundTrip,198,5,16,,DMKIKA,Thailand,1,0,0,8.15,0
3,Internet,RoundTrip,17,3,0,5.0,DMKKIX,Thailand,0,0,0,7.0,0
1,Internet,RoundTrip,59,5,3,6.0,BKISYD,Malaysia,1,1,1,8.58,1
4,Internet,RoundTrip,243,27,10,6.0,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,3,23,3,,KNOSYD,Indonesia,0,1,0,8.58,0
1,Internet,RoundTrip,90,6,5,6.0,CGKICN,South Korea,1,0,0,6.62,0
3,Internet,RoundTrip,54,27,4,7.0,COKMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,22,20,16,3.0,PERPNH,Australia,0,0,0,5.62,0
2,Mobile,RoundTrip,57,25,13,3.0,PENSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,118,23,14,7.0,COKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,203,19,4,,AKLKUL,New Zealand,1,0,1,8.83,0
2,Mobile,RoundTrip,190,4,4,,SINTPE,Taiwan,0,1,0,4.67,0
1,Internet,RoundTrip,55,4,2,5.0,OOLTPE,Taiwan,1,0,1,8.83,0
2,Internet,RoundTrip,123,6,7,4.0,DPSXIY,China,1,0,0,5.0,0
1,Mobile,RoundTrip,180,42,6,,HYDSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,10,4,1,4.0,CGKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,165,89,18,,DMKPER,United States,0,0,0,5.62,0
2,Mobile,RoundTrip,5,6,9,5.0,CCUPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,9,28,13,,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,37,4,15,,HNDPEN,Japan,0,1,1,7.57,0
3,Internet,RoundTrip,8,89,0,3.0,AORKTM,Malaysia,1,0,0,4.75,0
2,Internet,RoundTrip,67,4,2,3.0,HNDKBR,Malaysia,1,0,0,7.57,1
2,Internet,RoundTrip,16,90,9,,OOLSGN,Australia,1,0,1,8.83,1
2,Internet,RoundTrip,184,4,3,,PVGSIN,Singapore,1,0,1,5.33,1
1,Internet,RoundTrip,7,86,10,3.0,MAASYD,United Kingdom,1,1,0,8.58,0
1,Internet,RoundTrip,30,55,0,6.0,CEBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,3,22,7,3.0,MELPEN,Malaysia,1,1,1,8.83,0
2,Internet,RoundTrip,50,5,23,5.0,DPSHND,Japan,1,1,1,7.57,0
7,Internet,RoundTrip,23,23,8,4.0,SUBXIY,Singapore,1,0,0,5.0,1
1,Internet,RoundTrip,1,21,6,7.0,SUBXIY,China,1,0,0,5.0,0
2,Internet,RoundTrip,60,5,13,3.0,HKTKIX,Japan,1,1,0,7.0,0
2,Internet,RoundTrip,24,25,11,4.0,CCUMRU,Mauritius,1,0,1,7.42,0
1,Internet,RoundTrip,67,6,6,4.0,MRUSIN,Singapore,0,0,0,7.42,1
1,Internet,RoundTrip,55,5,12,4.0,DMKKIX,Singapore,1,0,0,7.0,0
1,Internet,RoundTrip,57,50,9,5.0,CRKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,68,27,12,6.0,BDOKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,72,75,7,6.0,SGNSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,36,5,14,7.0,DPSPVG,China,0,0,1,5.33,1
2,Mobile,RoundTrip,10,5,9,3.0,SYDTPE,Australia,0,1,0,8.58,0
2,Internet,RoundTrip,281,6,0,,JHBTPE,Malaysia,1,0,0,4.67,1
2,Internet,RoundTrip,9,183,11,,CGKKIX,Indonesia,1,0,1,7.0,1
1,Internet,RoundTrip,138,28,5,4.0,SGNSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,26,6,0,4.0,HKTPEK,China,0,0,0,6.42,0
2,Internet,RoundTrip,48,3,18,4.0,DMKHND,Thailand,1,1,0,7.57,1
1,Internet,RoundTrip,95,23,17,6.0,DMKOOL,Thailand,1,0,0,8.83,0
1,Internet,RoundTrip,7,168,11,,KLOMEL,Philippines,1,0,0,8.83,0
3,Internet,RoundTrip,364,4,14,3.0,PERSIN,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,352,18,3,4.0,CMBOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,221,6,13,5.0,DELMNL,Philippines,0,0,0,5.52,0
1,Internet,RoundTrip,85,4,13,3.0,HNDKNO,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,86,26,12,3.0,MELSGN,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,77,24,1,7.0,SYDTPE,Taiwan,1,1,0,8.58,1
3,Internet,RoundTrip,67,3,7,,DMKKIX,Thailand,1,1,0,7.0,0
2,Internet,RoundTrip,217,24,17,6.0,IKATPE,Taiwan,1,0,0,8.15,0
1,Internet,RoundTrip,205,37,21,6.0,OOLPNH,Australia,1,1,1,8.83,0
2,Mobile,RoundTrip,45,5,5,4.0,ICNLGK,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,9,6,6,,LGKPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,445,5,17,6.0,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,64,25,7,5.0,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,313,18,19,,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,66,5,10,3.0,BKISYD,Malaysia,1,0,1,8.58,0
2,Internet,RoundTrip,39,6,15,3.0,KIXSGN,Japan,0,0,0,7.0,0
2,Mobile,RoundTrip,22,42,3,6.0,ICNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,48,24,9,6.0,KTMMFM,Macau,1,1,1,4.75,1
1,Internet,RoundTrip,162,26,11,,ICNMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,199,28,17,,DELSYD,India,1,1,1,8.58,0
1,Internet,RoundTrip,101,22,9,6.0,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,53,21,5,3.0,MELTPE,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,48,6,6,4.0,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,58,6,9,4.0,PEKREP,China,1,0,0,6.42,0
1,Internet,RoundTrip,2,175,9,3.0,PERTRZ,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,149,18,10,3.0,MELSGN,Vietnam,1,1,1,8.83,1
8,Internet,RoundTrip,63,5,13,3.0,PERPVG,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,322,3,14,3.0,HKTICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,45,23,3,,DELSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,69,6,12,5.0,BWNPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,37,5,5,,ICNSYD,South Korea,0,0,0,8.58,0
2,Internet,RoundTrip,185,6,12,7.0,LGKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,147,18,5,,MELSGN,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,3,36,3,5.0,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,14,176,23,6.0,DMKOOL,New Zealand,1,1,1,8.83,0
2,Internet,RoundTrip,49,177,1,4.0,DACSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,383,5,9,4.0,CGKICN,Indonesia,0,0,0,6.62,0
2,Internet,RoundTrip,139,45,10,4.0,DELMEL,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,179,6,16,7.0,CTSDMK,Thailand,1,0,0,8.67,1
1,Internet,RoundTrip,128,19,6,7.0,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,228,1,12,,CGKKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,24,67,15,,CTUKCH,Malaysia,0,0,0,4.72,0
1,Internet,RoundTrip,38,17,12,3.0,MELVTZ,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,40,72,6,,CGKPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,5,3,0,,HNDPEN,Japan,0,0,1,7.57,0
2,Internet,RoundTrip,35,76,18,,MELMRU,Australia,1,1,1,8.83,0
2,Internet,OneWay,39,24,13,3.0,KIXPER,Australia,1,0,0,7.0,0
1,Internet,RoundTrip,5,92,9,3.0,PENPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,0,4,6,,PENPVG,Brunei,0,0,0,5.33,0
1,Internet,RoundTrip,4,5,5,4.0,MELPEN,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,98,5,8,3.0,HKTSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,85,20,13,6.0,MAAPER,India,1,1,1,5.62,0
8,Internet,RoundTrip,295,6,7,,DMKPEK,Thailand,1,0,1,6.42,0
2,Internet,RoundTrip,13,4,9,7.0,CGKPER,Australia,0,0,0,5.62,0
4,Internet,RoundTrip,366,4,5,,DMKKIX,Thailand,1,0,0,7.0,1
2,Internet,RoundTrip,42,5,3,4.0,HNDSIN,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,245,6,16,4.0,DMKKIX,Thailand,1,0,0,7.0,1
1,Internet,RoundTrip,270,6,3,7.0,HKTSYD,Canada,1,1,1,8.58,0
1,Internet,RoundTrip,148,31,8,3.0,MNLPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,92,3,8,6.0,HKTICN,South Korea,0,1,1,6.62,0
1,Mobile,RoundTrip,108,6,14,3.0,PEKTWU,China,0,0,0,6.42,0
1,Internet,RoundTrip,47,36,13,6.0,CGKPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,193,20,15,7.0,MELTPE,Taiwan,1,0,0,8.83,0
1,Internet,RoundTrip,31,4,7,4.0,HNDMEL,Japan,1,0,1,8.83,1
2,Internet,RoundTrip,184,88,10,,CNXTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,65,517,14,,PERPNH,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,86,4,4,3.0,LOPTPE,Taiwan,1,0,0,4.67,1
1,Internet,RoundTrip,9,5,11,,DELSYD,Qatar,0,0,1,8.58,0
2,Internet,RoundTrip,15,5,1,3.0,PENTPE,Malaysia,1,0,1,4.67,1
1,Internet,RoundTrip,2,5,13,7.0,KCHMEL,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,185,28,0,7.0,CMBMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,101,33,8,5.0,GOIPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,12,18,1,6.0,MNLPER,Australia,1,1,1,5.62,0
5,Mobile,RoundTrip,296,6,6,7.0,CTSJHB,Malaysia,1,0,1,8.67,1
1,Internet,RoundTrip,149,17,4,,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,61,5,10,5.0,BLRSYD,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,109,5,2,5.0,KNOTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,61,20,3,5.0,PENPER,Malaysia,0,0,0,5.62,0
2,Internet,RoundTrip,22,34,8,3.0,IKASYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,1,3,21,,BDOSYD,Australia,0,1,0,8.58,0
2,Mobile,RoundTrip,2,204,13,,HYDSYD,Australia,1,1,1,8.58,0
3,Internet,RoundTrip,85,3,9,,HNDPEN,Malaysia,1,0,0,7.57,0
2,Internet,RoundTrip,28,5,5,6.0,CNXTPE,Taiwan,1,1,1,4.67,0
1,Internet,RoundTrip,16,48,14,,HNDPER,Australia,1,0,0,7.57,0
1,Internet,RoundTrip,94,4,23,,HKTSYD,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,202,53,15,5.0,HKGPER,China,1,0,0,5.62,0
1,Internet,RoundTrip,30,6,12,4.0,DPSHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,126,5,8,7.0,REPTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,121,18,6,,PENSYD,Malaysia,1,0,1,8.58,1
1,Internet,RoundTrip,72,24,1,5.0,PENSYD,Australia,1,1,1,8.58,0
1,Internet,CircleTrip,116,6,12,6.0,MELTPE,Australia,1,0,0,8.83,0
4,Mobile,RoundTrip,218,5,14,6.0,CTSDMK,Thailand,0,0,1,8.67,0
3,Internet,RoundTrip,58,20,9,3.0,BKISYD,Malaysia,1,0,0,8.58,0
1,Internet,RoundTrip,18,27,14,7.0,PENTPE,Taiwan,0,0,0,4.67,0
4,Internet,RoundTrip,254,33,11,5.0,BLRMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,49,36,8,4.0,MELPVG,Australia,1,1,1,8.83,1
1,Internet,RoundTrip,5,4,14,5.0,PENPVG,Malaysia,1,0,0,5.33,0
1,Internet,RoundTrip,205,17,13,6.0,PUSRGN,South Korea,0,0,1,6.33,0
1,Internet,RoundTrip,37,52,5,3.0,DACMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,58,4,6,,MFMOOL,Macau,1,0,0,8.83,1
1,Internet,RoundTrip,46,6,11,,OOLPEN,Australia,1,0,1,8.83,0
7,Internet,RoundTrip,381,36,11,4.0,PUSSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,7,45,4,,KTMMFM,Macau,1,0,0,4.75,0
1,Internet,RoundTrip,55,31,11,,DMKSYD,Australia,0,0,0,8.58,0
3,Internet,RoundTrip,54,4,14,6.0,KBVPEK,China,0,0,0,6.42,1
3,Internet,RoundTrip,147,26,3,3.0,DMKOOL,Thailand,0,0,0,8.83,0
1,Internet,RoundTrip,92,23,6,4.0,HGHTRZ,India,1,0,1,5.07,0
1,Internet,RoundTrip,33,18,10,5.0,HKTSYD,India,1,0,0,8.58,0
1,Internet,RoundTrip,152,4,10,5.0,PUSSIN,South Korea,0,0,0,6.33,0
2,Internet,RoundTrip,87,6,9,,BKISYD,Malaysia,1,1,1,8.58,1
1,Internet,RoundTrip,39,39,2,,MELXIY,(not set),1,0,1,8.83,0
1,Internet,RoundTrip,29,167,19,,KIXMAA,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,8,3,1,5.0,PENSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,176,23,3,7.0,HANMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,24,18,7,,CCUOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,255,33,10,6.0,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,40,5,10,,MELTPE,Taiwan,1,0,1,8.83,0
1,Internet,RoundTrip,2,1,3,5.0,PENPVG,Malaysia,0,1,1,5.33,1
2,Internet,RoundTrip,264,5,12,4.0,CTSDMK,Thailand,1,0,0,8.67,1
2,Internet,RoundTrip,85,21,0,,KNOTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,79,4,16,,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,14,19,8,,DPSSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,12,25,11,5.0,BKIOOL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,288,83,6,7.0,CCUSYD,Australia,1,0,1,8.58,1
1,Internet,RoundTrip,154,17,3,,HKGMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,11,6,9,,JHBMEL,Singapore,1,0,1,8.83,0
3,Internet,RoundTrip,336,5,3,4.0,PVGSIN,Malaysia,0,0,0,5.33,1
1,Internet,RoundTrip,27,55,19,,DELSYD,India,1,0,0,8.58,0
2,Mobile,RoundTrip,255,5,3,6.0,DMKSYD,Thailand,0,0,0,8.58,0
2,Internet,OneWay,234,17,5,,KIXPER,Australia,0,0,0,7.0,0
1,Internet,RoundTrip,43,5,8,6.0,ICNJHB,Malaysia,1,1,1,6.62,0
1,Mobile,RoundTrip,154,25,22,,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,13,6,21,,CGKPVG,India,1,0,0,5.33,0
1,Internet,RoundTrip,51,2,17,3.0,MELTPE,Taiwan,1,0,0,8.83,0
3,Internet,RoundTrip,372,20,1,3.0,DPSHND,Indonesia,1,0,1,7.57,1
1,Internet,RoundTrip,20,85,2,3.0,PENSYD,Malaysia,1,0,0,8.58,0
1,Internet,RoundTrip,9,27,3,4.0,GOIMEL,Australia,1,1,1,8.83,1
2,Internet,RoundTrip,11,6,4,6.0,CTUREP,China,1,0,1,4.72,1
2,Internet,RoundTrip,55,196,11,,HYDSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,22,22,2,4.0,SGNSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,190,4,8,,DMKMEL,Thailand,1,0,0,8.83,0
1,Internet,RoundTrip,73,4,13,,MELPEN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,114,6,9,6.0,MRUPEK,China,1,0,0,7.42,0
2,Internet,RoundTrip,46,3,14,7.0,HNDSIN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,75,6,3,,ICNPER,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,38,38,11,,CMBSYD,Australia,1,1,1,8.58,0
4,Internet,RoundTrip,91,6,4,,KIXREP,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,38,4,8,,ICNJHB,Malaysia,1,0,1,6.62,1
1,Internet,RoundTrip,31,61,10,6.0,SGNSYD,Vietnam,1,0,1,8.58,0
1,Internet,RoundTrip,210,50,5,,DELPER,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,81,5,0,6.0,ICNSIN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,80,29,0,,KTMMFM,Macau,1,0,1,4.75,0
2,Internet,RoundTrip,163,6,6,7.0,BWNOOL,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,348,6,0,,OOLPVG,United States,0,0,0,8.83,0
1,Internet,RoundTrip,13,29,16,4.0,DACSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,75,6,13,,DPSPEK,China,1,1,1,6.42,1
1,Internet,RoundTrip,42,37,10,3.0,DACSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,26,4,12,5.0,ICNSYD,South Korea,0,0,1,8.58,0
1,Internet,RoundTrip,35,93,22,6.0,CGKICN,Netherlands,1,1,0,6.62,0
1,Internet,RoundTrip,53,352,12,,CMBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,6,6,7,3.0,LOPPEK,China,0,0,0,6.42,0
2,Internet,RoundTrip,106,3,13,5.0,DMKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,29,24,5,3.0,DMKOOL,Thailand,1,0,1,8.83,0
4,Internet,RoundTrip,81,18,6,6.0,BLRMEL,India,1,0,1,8.83,1
2,Internet,RoundTrip,78,19,12,4.0,BWNPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,11,28,2,5.0,HKTMEL,Australia,1,0,1,8.83,1
3,Internet,RoundTrip,31,5,5,3.0,CGKHND,Indonesia,1,0,1,7.57,1
1,Mobile,RoundTrip,156,6,2,4.0,MELREP,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,105,41,1,4.0,DACSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,164,97,1,,COKKIX,Japan,1,0,0,7.0,0
3,Internet,RoundTrip,206,23,6,6.0,IKAPER,Australia,1,1,1,8.15,0
2,Internet,RoundTrip,78,4,6,4.0,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,13,86,8,3.0,KTMSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,28,4,23,4.0,DELSYD,Australia,0,0,0,8.58,0
1,Internet,OneWay,157,5,17,,MELPUS,South Korea,1,0,0,8.83,0
2,Internet,RoundTrip,120,91,3,,AKLKTM,New Zealand,1,0,1,4.75,0
4,Internet,RoundTrip,180,42,13,5.0,COKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,55,6,8,5.0,ICNTGG,Malaysia,0,0,0,6.62,1
2,Internet,RoundTrip,119,5,13,3.0,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,31,21,1,5.0,ICNPER,Australia,0,0,1,6.62,0
1,Internet,RoundTrip,357,18,10,7.0,DPSKIX,Indonesia,1,0,0,7.0,0
1,Internet,RoundTrip,31,5,11,,CKGKNO,Indonesia,0,0,1,4.83,1
2,Internet,RoundTrip,281,4,3,,DPSPVG,China,0,0,0,5.33,1
1,Internet,RoundTrip,15,81,8,4.0,BTUPER,Malaysia,0,0,0,5.62,0
1,Internet,RoundTrip,48,19,5,3.0,DPSHND,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,83,41,11,3.0,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,218,33,5,4.0,BDOMEL,Indonesia,1,0,0,8.83,1
2,Internet,RoundTrip,93,23,5,6.0,COKMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,48,31,10,,DMKSYD,Australia,1,0,0,8.58,0
3,Internet,RoundTrip,90,21,13,,KCHPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,34,4,4,5.0,JHBPUS,Malaysia,0,0,0,6.33,0
2,Internet,RoundTrip,113,17,4,4.0,JOGSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,165,6,8,4.0,HKTMEL,Australia,1,0,0,8.83,0
4,Internet,RoundTrip,11,5,9,3.0,BKIOOL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,149,22,12,4.0,DPSICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,85,23,11,,AKLKUL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,25,18,17,6.0,JEDPEN,Malaysia,1,0,0,9.5,1
2,Internet,RoundTrip,88,5,3,5.0,CTSKCH,Malaysia,1,0,1,8.67,0
1,Internet,RoundTrip,338,6,2,,HGHKBV,China,0,0,0,5.07,0
1,Internet,RoundTrip,23,22,11,,MAASYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,28,5,11,7.0,PENTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,27,61,9,4.0,COKPER,Australia,1,0,0,5.62,0
2,Mobile,RoundTrip,156,40,10,7.0,IKAMEL,Australia,1,0,1,8.83,0
